********  LANDSAT 9 SCENE CAPTURE SCHEDULE  ********

          ** All times listed in GMT **
--------------------------------------------------
Scenes collected by the LGS, and ASA stations
are scheduled for receipt and processing by EROS.
These scenes are available to the public from the
USGS Earth Resources Observation and Science (EROS)
archive:
https://www.usgs.gov/landsat-missions

Scenes scheduled for receipt by all other
International Ground Stations (IGS) must be
ordered through those stations.
For more information on IGS, please visit:
http://landsat.usgs.gov/about_ground_stations.php
Inclusion on this list does not guarantee that a
scene will actually be received by EROS.

--------------------------------------------------
PATH  ROW         IMAGE START          STATION
--------------------------------------------------
 101   16         017-00:31:16           LGN
 101   17         017-00:31:40           LGN
 101   18         017-00:32:04           LGN
 101   19         017-00:32:28           LGN
 101   20         017-00:32:51           LGN
 101   21         017-00:33:15           LGN
 101   22         017-00:33:39           LGN
 101   23         017-00:34:03           LGN
 101   24         017-00:34:27           LGN
 101   25         017-00:34:51           LGN
 101   26         017-00:35:15           LGN
 101   27         017-00:35:39           LGN
 101   28         017-00:36:02           LGN
 101   46         017-00:43:12           LGN
 101   47         017-00:43:36           LGN
 101   50         017-00:44:48           LGN
 101   51         017-00:45:12           LGN
 101   55         017-00:46:48           LGN
 101   62         017-00:49:35           LGN
 101   63         017-00:49:59           LGN
 101   64         017-00:50:23           LGN
 101   65         017-00:50:47           LGN
 101   66         017-00:51:11           LGN
 101   67         017-00:51:35           LGN
 101   68         017-00:51:59           LGN
 101   69         017-00:52:23           ASN
 101   70         017-00:52:46           ASN
 101   71         017-00:53:10           ASN
 101   72         017-00:53:34           ASN
 101   73         017-00:53:58           ASN
 101   74         017-00:54:22           ASN
 101   75         017-00:54:46           ASN
 101   76         017-00:55:10           ASN
 101   77         017-00:55:34           ASN
 101   78         017-00:55:58           ASN
 101   79         017-00:56:22           ASN
 101   80         017-00:56:46           ASN
 101   81         017-00:57:10           ASN
 101   82         017-00:57:34           ASN
 101   83         017-00:57:58           ASN
 101   84         017-00:58:22           ASN
 101  106         017-01:07:09           LGN
 101  107         017-01:07:33           LGN
 101  108         017-01:07:57           LGN
