********  LANDSAT 9 SCENE CAPTURE SCHEDULE  ********

          ** All times listed in GMT **
--------------------------------------------------
Scenes collected by the LGS, and ASA stations
are scheduled for receipt and processing by EROS.
These scenes are available to the public from the
USGS Earth Resources Observation and Science (EROS)
archive:
https://www.usgs.gov/landsat-missions

Scenes scheduled for receipt by all other
International Ground Stations (IGS) must be
ordered through those stations.
For more information on IGS, please visit:
http://landsat.usgs.gov/about_ground_stations.php
Inclusion on this list does not guarantee that a
scene will actually be received by EROS.

--------------------------------------------------
PATH  ROW         IMAGE START          STATION
--------------------------------------------------
  97   15         021-00:06:06           LGN
  97   16         021-00:06:30           LGN
  97   17         021-00:06:54           LGN
  97   18         021-00:07:18           LGN
  97   19         021-00:07:42           LGN
  97   20         021-00:08:06           LGN
  97   21         021-00:08:29           LGN
  97   22         021-00:08:53           LGN
  97   54         021-00:21:38           LGN
  97   55         021-00:22:02           LGN
  97   61         021-00:24:25           LGN
  97   62         021-00:24:49           LGN
  97   63         021-00:25:13           LGN
  97   64         021-00:25:37           LGN
  97   65         021-00:26:01           LGN
  97   66         021-00:26:25           LGN
  97   67         021-00:26:49           LGN
  97   68         021-00:27:13           LGN
  97   69         021-00:27:37           LGN
  97   70         021-00:28:01           LGN
  97   71         021-00:28:24           ASN
  97   72         021-00:28:48           ASN
  97   73         021-00:29:12           ASN
  97   74         021-00:29:36           ASN
  97   75         021-00:30:00           ASN
  97   76         021-00:30:24           ASN
  97   77         021-00:30:48           ASN
  97   78         021-00:31:12           ASN
  97   79         021-00:31:36           ASN
  97   80         021-00:32:00           ASN
  97   81         021-00:32:24           ASN
  97   82         021-00:32:48           ASN
  97   83         021-00:33:12           ASN
  97   84         021-00:33:36           ASN
  97   85         021-00:34:00           ASN
  97   86         021-00:34:24           ASN
  97  106         021-00:42:23           LGN
  97  107         021-00:42:47           LGN
  97  108         021-00:43:11           LGN
  97  109         021-00:43:35           LGN
  97  110         021-00:43:59           LGN
  97  111         021-00:44:23           LGN
  97  112         021-00:44:47           LGN
  97  113         021-00:45:11           LGN
  97  114         021-00:45:35           LGN
  97  115         021-00:45:59           LGN
  97  116         021-00:46:23           LGN
  97  117         021-00:46:47           LGN
  97  118         021-00:47:11           LGN
  97  119         021-00:47:35           LGN
  97  120         021-00:47:59           LGN
  97  121         021-00:48:23           LGN
  97  122         021-00:48:47           LGN
 113   15         021-01:44:59           LGN
 113   16         021-01:45:23           LGN
 113   17         021-01:45:47           LGN
 113   18         021-01:46:11           LGN
 113   19         021-01:46:35           LGN
 113   20         021-01:46:59           LGN
 113   21         021-01:47:22           BJC
 113   22         021-01:47:46           BJC
 113   23         021-01:48:10           BJC
 113   24         021-01:48:34           BJC
 113   25         021-01:48:58           BJC
 113   26         021-01:49:22           BJC
 113   27         021-01:49:46           BJC
 113   28         021-01:50:10           BJC
 113   29         021-01:50:33           BJC
 113   30         021-01:50:57           BJC
 113   34         021-01:52:33           BJC
 113   35         021-01:52:57           BJC
 113   36         021-01:53:21           BJC
 113   37         021-01:53:45           BJC
 113   38         021-01:54:08           BJC
 113   39         021-01:54:32           BJC
 113   40         021-01:54:56           BJC
 113   41         021-01:55:20           BJC
 113   42         021-01:55:44           BJC
 113   51         021-01:59:19           SNC
 113   52         021-01:59:43           SNC
 113   53         021-02:00:07           SNC
 113   54         021-02:00:31           SNC
 113   55         021-02:00:55           SNC
 113   56         021-02:01:19           SNC
 113   59         021-02:02:30           LGN
 113   60         021-02:02:54           LGN
 113   61         021-02:03:18           LGN
 113   62         021-02:03:42           LGN
 113   63         021-02:04:06           LGN
 113   64         021-02:04:30           LGN
 113   65         021-02:04:54           LGN
 113   66         021-02:05:18           LGN
 113   67         021-02:05:42           LGN
 113   72         021-02:07:41           ASN
 113   73         021-02:08:05           ASN
 113   74         021-02:08:29           ASN
 113   75         021-02:08:53           ASN
 113   76         021-02:09:17           ASN
 113   77         021-02:09:41           ASN
 113   78         021-02:10:05           ASN
 113   79         021-02:10:29           ASN
 113   80         021-02:10:53           ASN
 113   81         021-02:11:17           ASN
 113   82         021-02:11:41           ASN
 113   83         021-02:12:05           ASN
 113   84         021-02:12:29           LGN
 113  106         021-02:21:16           LGN
 113  107         021-02:21:40           LGN
 113  108         021-02:22:04           LGN
 113  109         021-02:22:28           LGN
 113  110         021-02:22:52           LGN
 113  111         021-02:23:16           LGN
 113  112         021-02:23:40           LGN
 113  113         021-02:24:04           LGN
 113  114         021-02:24:28           LGN
 113  115         021-02:24:52           LGN
 113  116         021-02:25:16           LGN
 113  117         021-02:25:40           LGN
 113  118         021-02:26:04           LGN
 113  119         021-02:26:28           LGN
 113  120         021-02:26:52           LGN
 113  121         021-02:27:16           LGN
 113  122         021-02:27:40           LGN
 113  207         021-03:01:35           LGN
 129   15         021-03:23:52           LGN
 129   16         021-03:24:16           LGN
 129   17         021-03:24:40           BJC
 129   18         021-03:25:04           BJC
 129   19         021-03:25:28           BJC
 129   20         021-03:25:52           BJC
 129   21         021-03:26:15           BJC
 129   22         021-03:26:39           BJC
 129   23         021-03:27:03           BJC
 129   24         021-03:27:27           BJC
 129   25         021-03:27:51           BJC
 129   26         021-03:28:15           BJC
 129   27         021-03:28:39           BJC
 129   28         021-03:29:03           BJC
 129   29         021-03:29:26           BJC
 129   30         021-03:29:50           BJC
 129   31         021-03:30:14           BJC
 129   32         021-03:30:38           BJC
 129   33         021-03:31:02           BJC
 129   34         021-03:31:26           BJC
 129   35         021-03:31:50           BJC
 129   36         021-03:32:14           BJC
 129   37         021-03:32:38           BJC
 129   38         021-03:33:01           BJC
 129   39         021-03:33:25           BJC
 129   40         021-03:33:49           BJC
 129   41         021-03:34:13           BJC
 129   42         021-03:34:37           BJC
 129   43         021-03:35:01           BJC
 129   44         021-03:35:25           SNC
 129   45         021-03:35:49           SNC
 129   46         021-03:36:13           SNC
 129   47         021-03:36:36           SNC
 129   48         021-03:37:00           SNC
 129   49         021-03:37:24           SNC
 129   50         021-03:37:48           SNC
 129   51         021-03:38:12           SNC
 129   52         021-03:38:36           SNC
 129   53         021-03:39:00           SNC
 129   54         021-03:39:24           SNC
 129   55         021-03:39:48           SNC
 129   56         021-03:40:12           SNC
 129   57         021-03:40:36           SNC
 129   58         021-03:40:59           SNC
 129   59         021-03:41:23           LGN
 129   60         021-03:41:47           LGN
 129  106         021-04:00:09           LGN
 129  107         021-04:00:33           LGN
 129  108         021-04:00:57           LGN
 129  109         021-04:01:21           LGN
 129  110         021-04:01:45           LGN
 129  111         021-04:02:09           LGN
 129  112         021-04:02:33           LGN
 129  113         021-04:02:57           LGN
 129  114         021-04:03:21           LGN
 129  115         021-04:03:45           LGN
 129  116         021-04:04:09           LGN
 129  117         021-04:04:33           LGN
 129  118         021-04:04:57           LGN
 129  119         021-04:05:21           LGN
 129  120         021-04:05:45           LGN
 129  121         021-04:06:09           LGN
 129  122         021-04:06:33           LGN
 129  197         021-04:36:29           LGN
 145   15         021-05:02:45           LGN
 145   16         021-05:03:09           LGN
 145   17         021-05:03:33           LGN
 145   18         021-05:03:57           LGN
 145   19         021-05:04:21           LGN
 145   20         021-05:04:45           KHC
 145   21         021-05:05:08           KHC
 145   22         021-05:05:32           KHC
 145   23         021-05:05:56           KHC
 145   24         021-05:06:20           KHC
 145   25         021-05:06:44           KHC
 145   26         021-05:07:08           KHC
 145   27         021-05:07:32           KHC
 145   28         021-05:07:56           KHC
 145   29         021-05:08:19           KHC
 145   30         021-05:08:43           KHC
 145   31         021-05:09:07           KHC
 145   32         021-05:09:31           KHC
 145   33         021-05:09:55           KHC
 145   34         021-05:10:19           KHC
 145   35         021-05:10:43           KHC
 145   36         021-05:11:07           KHC
 145   37         021-05:11:31           KHC
 145   38         021-05:11:54           KHC
 145   39         021-05:12:18           KHC
 145   40         021-05:12:42           KHC
 145   41         021-05:13:06           KHC
 145   42         021-05:13:30           KHC
 145   43         021-05:13:54           KHC
 145   44         021-05:14:18           KHC
 145   45         021-05:14:42           KHC
 145   46         021-05:15:06           KHC
 145   47         021-05:15:30           KHC
 145   48         021-05:15:53           SGI
 145   49         021-05:16:17           SGI
 145   50         021-05:16:41           SGI
 145   51         021-05:17:05           SGI
 145   52         021-05:17:29           SGI
 145   53         021-05:17:53           SGI
 145   56         021-05:19:05           SGI
 145   57         021-05:19:29           SGI
 145   58         021-05:19:53           SGI
 145   59         021-05:20:16           SGI
 145   60         021-05:20:40           SGI
 145   61         021-05:21:04           SGI
 145   62         021-05:21:28           SGI
 145   63         021-05:21:52           LGN
 145   64         021-05:22:16           LGN
 145   65         021-05:22:40           LGN
 145  106         021-05:39:02           LGN
 145  107         021-05:39:26           LGN
 145  108         021-05:39:50           LGN
 145  109         021-05:40:14           LGN
 145  110         021-05:40:38           LGN
 145  111         021-05:41:02           LGN
 145  112         021-05:41:26           LGN
 145  113         021-05:41:50           LGN
 145  114         021-05:42:14           LGN
 145  115         021-05:42:38           LGN
 145  116         021-05:43:02           LGN
 145  117         021-05:43:26           LGN
 145  118         021-05:43:50           LGN
 145  119         021-05:44:14           LGN
 145  120         021-05:44:38           LGN
 145  121         021-05:45:02           LGN
 145  122         021-05:45:26           LGN
 161   15         021-06:41:38           LGN
 161   16         021-06:42:02           LGN
 161   17         021-06:42:26           LGN
 161   18         021-06:42:50           LGN
 161   19         021-06:43:14           KHC
 161   20         021-06:43:38           KHC
 161   21         021-06:44:01           KHC
 161   22         021-06:44:25           KHC
 161   23         021-06:44:49           KHC
 161   24         021-06:45:13           KHC
 161   25         021-06:45:37           KHC
 161   26         021-06:46:01           KHC
 161   27         021-06:46:25           KHC
 161   28         021-06:46:49           KHC
 161   29         021-06:47:12           KHC
 161   30         021-06:47:36           KHC
 161   31         021-06:48:00           KHC
 161   32         021-06:48:24           KHC
 161   33         021-06:48:48           KHC
 161   34         021-06:49:12           KHC
 161   35         021-06:49:36           KHC
 161   36         021-06:50:00           KHC
 161   37         021-06:50:24           KHC
 161   38         021-06:50:47           KHC
 161   39         021-06:51:11           KHC
 161   40         021-06:51:35           KHC
 161   41         021-06:51:59           LGN
 161   42         021-06:52:23           LGN
 161   43         021-06:52:47           LGN
 161   44         021-06:53:11           LGN
 161   45         021-06:53:35           LGN
 161   46         021-06:53:59           LGN
 161   47         021-06:54:23           LGN
 161   48         021-06:54:46           LGN
 161   49         021-06:55:10           LGN
 161   50         021-06:55:34           LGN
 161   51         021-06:55:58           LGN
 161   52         021-06:56:22           LGN
 161   53         021-06:56:46           LGN
 161   54         021-06:57:10           LGN
 161   55         021-06:57:34           LGN
 161   56         021-06:57:58           LGN
 161   66         021-07:01:57           LGN
 161   67         021-07:02:21           LGN
 161   68         021-07:02:45           LGN
 161   69         021-07:03:09           JSA
 161   70         021-07:03:33           JSA
 161   71         021-07:03:57           JSA
 161   72         021-07:04:21           JSA
 161   73         021-07:04:45           JSA
 161   74         021-07:05:08           JSA
 161   75         021-07:05:32           JSA
 161   76         021-07:05:56           JSA
 161  109         021-07:19:07           LGN
 161  110         021-07:19:31           LGN
 161  111         021-07:19:55           LGN
 161  112         021-07:20:19           LGN
 161  113         021-07:20:43           LGN
 161  114         021-07:21:07           LGN
 161  115         021-07:21:31           LGN
 161  116         021-07:21:55           LGN
 161  117         021-07:22:19           LGN
 161  118         021-07:22:43           LGN
 161  119         021-07:23:07           LGN
 161  120         021-07:23:31           LGN
 161  121         021-07:23:55           LGN
 161  122         021-07:24:19           LGN
 161  130         021-07:27:31           LGN
 161  223         021-08:04:36           GLC
 177   15         021-08:20:31           NSG
 177   16         021-08:20:55           NSG
 177   17         021-08:21:19           NSG
 177   18         021-08:21:43           NSG
 177   19         021-08:22:07           NSG
 177   20         021-08:22:31           NSG
 177   21         021-08:22:54           NSG
 177   22         021-08:23:18           NSG
 177   23         021-08:23:42           NSG
 177   24         021-08:24:06           NSG
 177   25         021-08:24:30           NSG
 177   26         021-08:24:54           NSG
 177   27         021-08:25:18           NSG
 177   28         021-08:25:42           NSG
 177   29         021-08:26:05           NSG
 177   30         021-08:26:29           NSG
 177   31         021-08:26:53           NSG
 177   32         021-08:27:17           NSG
 177   33         021-08:27:41           NSG
 177   34         021-08:28:05           NSG
 177   35         021-08:28:29           LGN
 177   36         021-08:28:53           LGN
 177   37         021-08:29:17           LGN
 177   38         021-08:29:40           LGN
 177   39         021-08:30:04           LGN
 177   40         021-08:30:28           LGN
 177   41         021-08:30:52           LGN
 177   42         021-08:31:16           LGN
 177   43         021-08:31:40           LGN
 177   44         021-08:32:04           LGN
 177   45         021-08:32:28           LGN
 177   46         021-08:32:52           LGN
 177   47         021-08:33:16           LGN
 177   48         021-08:33:39           LGN
 177   49         021-08:34:03           LGN
 177   50         021-08:34:27           LGN
 177   51         021-08:34:51           LGN
 177   52         021-08:35:15           LGN
 177   53         021-08:35:39           LGN
 177   54         021-08:36:03           LGN
 177   55         021-08:36:27           LGN
 177   56         021-08:36:51           LGN
 177   57         021-08:37:15           LGN
 177   58         021-08:37:39           LGN
 177   59         021-08:38:02           LGN
 177   60         021-08:38:26           LGN
 177   61         021-08:38:50           LGN
 177   62         021-08:39:14           LGN
 177   63         021-08:39:38           LGN
 177   64         021-08:40:02           JSA
 177   65         021-08:40:26           JSA
 177   66         021-08:40:50           JSA
 177   67         021-08:41:14           JSA
 177   68         021-08:41:38           JSA
 177   69         021-08:42:02           JSA
 177   70         021-08:42:26           JSA
 177   71         021-08:42:50           JSA
 177   72         021-08:43:14           JSA
 177   73         021-08:43:38           JSA
 177   74         021-08:44:01           JSA
 177   75         021-08:44:25           JSA
 177   76         021-08:44:49           JSA
 177   77         021-08:45:13           JSA
 177   78         021-08:45:37           JSA
 177   79         021-08:46:01           JSA
 177   80         021-08:46:25           JSA
 177   81         021-08:46:49           JSA
 177  109         021-08:58:00           LGN
 177  110         021-08:58:24           LGN
 177  111         021-08:58:48           LGN
 177  112         021-08:59:12           LGN
 177  113         021-08:59:36           LGN
 177  114         021-09:00:00           LGN
 177  115         021-09:00:24           LGN
 177  116         021-09:00:48           LGN
 177  117         021-09:01:12           LGN
 177  118         021-09:01:36           LGN
 177  119         021-09:02:00           LGN
 177  120         021-09:02:24           LGN
 177  121         021-09:02:48           LGN
 177  122         021-09:03:12           LGN
 193   15         021-09:59:24           NSG
 193   16         021-09:59:48           NSG
 193   17         021-10:00:12           NSG
 193   18         021-10:00:36           NSG
 193   19         021-10:01:00           NSG
 193   20         021-10:01:24           NSG
 193   21         021-10:01:47           NSG
 193   22         021-10:02:11           NSG
 193   23         021-10:02:35           NSG
 193   24         021-10:02:59           NSG
 193   25         021-10:03:23           NSG
 193   26         021-10:03:47           NSG
 193   27         021-10:04:11           NSG
 193   28         021-10:04:35           NSG
 193   29         021-10:04:58           NSG
 193   30         021-10:05:22           NSG
 193   31         021-10:05:46           NSG
 193   32         021-10:06:10           NSG
 193   33         021-10:06:34           NSG
 193   34         021-10:06:58           NSG
 193   35         021-10:07:22           NSG
 193   36         021-10:07:46           NSG
 193   37         021-10:08:10           NSG
 193   38         021-10:08:33           LGN
 193   39         021-10:08:57           LGN
 193   40         021-10:09:21           LGN
 193   41         021-10:09:45           LGN
 193   42         021-10:10:09           LGN
 193   43         021-10:10:33           LGN
 193   44         021-10:10:57           LGN
 193   45         021-10:11:21           LGN
 193   46         021-10:11:45           LGN
 193   47         021-10:12:09           LGN
 193   48         021-10:12:32           LGN
 193   49         021-10:12:56           LGN
 193   50         021-10:13:20           LGN
 193   51         021-10:13:44           LGN
 193   52         021-10:14:08           LGN
 193   53         021-10:14:32           LGN
 193   54         021-10:14:56           LGN
 193   55         021-10:15:20           LGN
 193   56         021-10:15:44           LGN
 193   57         021-10:16:08           LGN
 193   88         021-10:28:30           LGN
 193  108         021-10:36:29           LGN
 193  109         021-10:36:53           LGN
 193  110         021-10:37:17           LGN
 193  111         021-10:37:41           LGN
 193  112         021-10:38:05           LGN
 193  113         021-10:38:29           LGN
 193  114         021-10:38:53           LGN
 193  115         021-10:39:17           LGN
 193  116         021-10:39:41           LGN
 193  117         021-10:40:05           LGN
 193  118         021-10:40:29           LGN
 193  119         021-10:40:53           LGN
 193  120         021-10:41:17           LGN
 193  121         021-10:41:41           LGN
 193  122         021-10:42:05           LGN
 193  157         021-10:56:04           LGN
 193  217         021-11:19:59           LGN
 193  218         021-11:20:23           LGN
 209   16         021-11:38:41           NSG
 209   17         021-11:39:05           NSG
 209   18         021-11:39:29           NSG
 209   19         021-11:39:53           NSG
 209   20         021-11:40:17           NSG
 209   21         021-11:40:40           NSG
 209   22         021-11:41:04           NSG
 209   23         021-11:41:28           NSG
 209   24         021-11:41:52           NSG
 209   48         021-11:51:25           LGN
 209   49         021-11:51:49           LGN
 209   50         021-11:52:13           LGN
 209   97         021-12:10:58           LGN
 209   98         021-12:11:22           LGN
 209  102         021-12:12:58           LGN
 209  103         021-12:13:22           LGN
 209  104         021-12:13:46           LGN
 209  105         021-12:14:10           LGN
 209  106         021-12:14:34           LGN
 209  107         021-12:14:58           LGN
 209  108         021-12:15:22           LGN
 209  109         021-12:15:46           LGN
 209  110         021-12:16:10           LGN
 209  111         021-12:16:34           LGN
 209  112         021-12:16:58           LGN
 209  113         021-12:17:22           LGN
 209  114         021-12:17:46           LGN
 209  115         021-12:18:10           LGN
 209  116         021-12:18:34           LGN
 209  117         021-12:18:58           LGN
 209  118         021-12:19:22           LGN
 209  119         021-12:19:46           LGN
 209  120         021-12:20:10           LGN
 209  121         021-12:20:34           LGN
 209  122         021-12:20:58           LGN
 225   58         021-13:34:17           LGN
 225   59         021-13:34:41           LGN
 225   60         021-13:35:05           LGN
 225   61         021-13:35:29           LGN
 225   62         021-13:35:53           LGN
 225   63         021-13:36:17           LGN
 225   64         021-13:36:41           LGN
 225   65         021-13:37:05           LGN
 225   66         021-13:37:29           LGN
 225   67         021-13:37:53           LGN
 225   68         021-13:38:17           LGN
 225   69         021-13:38:41           LGN
 225   70         021-13:39:05           LGN
 225   71         021-13:39:28           LGN
 225   72         021-13:39:52           LGN
 225   73         021-13:40:16           LGN
 225   74         021-13:40:40           LGN
 225   75         021-13:41:04           LGN
 225   76         021-13:41:28           LGN
 225   77         021-13:41:52           LGN
 225   78         021-13:42:16           LGN
 225   79         021-13:42:40           LGN
 225   80         021-13:43:04           LGN
 225   81         021-13:43:28           LGN
 225   82         021-13:43:52           LGN
 225   83         021-13:44:16           LGN
 225   84         021-13:44:40           LGN
 225   85         021-13:45:04           LGN
 225   86         021-13:45:28           LGN
 225   87         021-13:45:52           LGN
 225   98         021-13:50:15           LGN
 225   99         021-13:50:39           LGN
 225  108         021-13:54:15           LGN
 225  109         021-13:54:39           LGN
 225  110         021-13:55:03           LGN
 225  111         021-13:55:27           LGN
 225  112         021-13:55:51           LGN
 225  113         021-13:56:15           LGN
 225  114         021-13:56:39           LGN
 225  115         021-13:57:03           LGN
 225  116         021-13:57:27           LGN
 225  117         021-13:57:51           LGN
 225  118         021-13:58:15           LGN
 225  119         021-13:58:39           LGN
 225  120         021-13:59:03           LGN
 225  121         021-13:59:27           LGN
 225  122         021-13:59:51           LGN
 225  128         021-14:02:15           LGN
 225  178         021-14:22:13           LGN
 225  196         021-14:29:23           SNC
   8    1         021-14:50:29           LGN
   8   21         021-14:58:26           LGN
   8   22         021-14:58:50           LGN
   8   23         021-14:59:14           LGN
   8   24         021-14:59:38           LGN
   8   25         021-15:00:02           LGN
   8   26         021-15:00:26           LGN
   8   27         021-15:00:50           LGN
   8   28         021-15:01:14           LGN
   8   29         021-15:01:37           LGN
   8   30         021-15:02:01           LGN
