********  LANDSAT 9 SCENE CAPTURE SCHEDULE  ********

          ** All times listed in GMT **
--------------------------------------------------
Scenes collected by the LGS, and ASA stations
are scheduled for receipt and processing by EROS.
These scenes are available to the public from the
USGS Earth Resources Observation and Science (EROS)
archive:
https://www.usgs.gov/landsat-missions

Scenes scheduled for receipt by all other
International Ground Stations (IGS) must be
ordered through those stations.
For more information on IGS, please visit:
http://landsat.usgs.gov/about_ground_stations.php
Inclusion on this list does not guarantee that a
scene will actually be received by EROS.

--------------------------------------------------
PATH  ROW         IMAGE START          STATION
--------------------------------------------------
  98   17         012-00:13:07           LGN
  98   18         012-00:13:30           LGN
  98   19         012-00:13:54           LGN
  98   20         012-00:14:18           LGN
  98   21         012-00:14:42           LGN
  98   22         012-00:15:06           LGN
  98   23         012-00:15:30           LGN
  98   54         012-00:27:50           LGN
  98   55         012-00:28:14           LGN
  98   61         012-00:30:38           LGN
  98   62         012-00:31:02           LGN
  98   63         012-00:31:26           LGN
  98   64         012-00:31:50           LGN
  98   65         012-00:32:14           LGN
  98   66         012-00:32:37           LGN
  98   67         012-00:33:01           LGN
  98   68         012-00:33:25           LGN
  98   69         012-00:33:49           LGN
  98   70         012-00:34:13           ASN
  98   71         012-00:34:37           ASN
  98   72         012-00:35:01           ASN
  98   73         012-00:35:25           ASN
  98   74         012-00:35:49           ASN
  98   75         012-00:36:13           ASN
  98   76         012-00:36:37           ASN
  98   77         012-00:37:01           ASN
  98   78         012-00:37:25           ASN
  98   79         012-00:37:49           ASN
  98   80         012-00:38:13           ASN
  98   81         012-00:38:37           ASN
  98   82         012-00:39:01           ASN
  98   83         012-00:39:24           ASN
  98   84         012-00:39:48           ASN
  98   85         012-00:40:12           ASN
  98   86         012-00:40:36           ASN
  98  106         012-00:48:36           LGN
  98  107         012-00:49:00           LGN
  98  108         012-00:49:24           LGN
  98  109         012-00:49:48           LGN
  98  110         012-00:50:12           LGN
  98  111         012-00:50:36           LGN
  98  112         012-00:51:00           LGN
  98  113         012-00:51:24           LGN
  98  114         012-00:51:48           LGN
  98  115         012-00:52:12           LGN
  98  116         012-00:52:36           LGN
  98  117         012-00:53:00           LGN
  98  118         012-00:53:23           LGN
  98  119         012-00:53:47           LGN
  98  120         012-00:54:11           LGN
  98  121         012-00:54:35           LGN
  98  122         012-00:54:59           LGN
  98  170         012-01:14:10           LGN
 114   17         012-01:52:00           LGN
 114   18         012-01:52:24           LGN
 114   19         012-01:52:47           LGN
 114   20         012-01:53:11           LGN
 114   21         012-01:53:35           BJC
 114   22         012-01:53:59           BJC
 114   23         012-01:54:23           BJC
 114   24         012-01:54:47           BJC
 114   25         012-01:55:11           BJC
 114   26         012-01:55:35           BJC
 114   27         012-01:55:58           BJC
 114   28         012-01:56:22           BJC
 114   29         012-01:56:46           BJC
 114   30         012-01:57:10           BJC
 114   31         012-01:57:34           BJC
 114   32         012-01:57:58           BJC
 114   33         012-01:58:22           BJC
 114   34         012-01:58:46           BJC
 114   35         012-01:59:09           BJC
