********  LANDSAT 9 SCENE CAPTURE SCHEDULE  ********

          ** All times listed in GMT **
--------------------------------------------------
Scenes collected by the LGS, and ASA stations
are scheduled for receipt and processing by EROS.
These scenes are available to the public from the
USGS Earth Resources Observation and Science (EROS)
archive:
https://www.usgs.gov/landsat-missions

Scenes scheduled for receipt by all other
International Ground Stations (IGS) must be
ordered through those stations.
For more information on IGS, please visit:
http://landsat.usgs.gov/about_ground_stations.php
Inclusion on this list does not guarantee that a
scene will actually be received by EROS.

--------------------------------------------------
PATH  ROW         IMAGE START          STATION
--------------------------------------------------
  90  109         020-00:00:20           LGN
  90  110         020-00:00:44           LGN
  90  111         020-00:01:08           LGN
  90  112         020-00:01:32           LGN
  90  113         020-00:01:56           LGN
  90  114         020-00:02:20           LGN
  90  115         020-00:02:44           LGN
  90  116         020-00:03:08           LGN
  90  117         020-00:03:32           LGN
  90  118         020-00:03:56           LGN
  90  119         020-00:04:20           LGN
  90  120         020-00:04:44           LGN
  90  121         020-00:05:08           LGN
  90  122         020-00:05:32           LGN
 106   15         020-01:01:44           LGN
 106   16         020-01:02:08           LGN
 106   17         020-01:02:32           LGN
 106   18         020-01:02:56           LGN
 106   19         020-01:03:20           LGN
 106   29         020-01:07:18           BJC
 106   30         020-01:07:42           BJC
 106   31         020-01:08:06           BJC
 106   32         020-01:08:30           BJC
 106   33         020-01:08:54           BJC
 106   34         020-01:09:18           BJC
 106   35         020-01:09:42           BJC
 106   36         020-01:10:06           BJC
 106   37         020-01:10:29           BJC
 106   38         020-01:10:53           BJC
 106   39         020-01:11:17           BJC
 106   54         020-01:17:16           LGN
 106   55         020-01:17:40           LGN
 106   60         020-01:19:39           LGN
 106   61         020-01:20:03           LGN
 106   62         020-01:20:27           LGN
 106   63         020-01:20:51           LGN
 106   64         020-01:21:15           LGN
 106   65         020-01:21:39           LGN
 106   66         020-01:22:03           LGN
 106   67         020-01:22:27           LGN
 106   68         020-01:22:51           ASN
 106   69         020-01:23:14           ASN
 106   70         020-01:23:38           ASN
 106   71         020-01:24:02           ASN
 106   72         020-01:24:26           ASN
 106   73         020-01:24:50           ASN
 106   74         020-01:25:14           ASN
 106   75         020-01:25:38           ASN
 106   76         020-01:26:02           ASN
 106   77         020-01:26:26           ASN
 106   78         020-01:26:50           ASN
 106   79         020-01:27:14           ASN
 106   80         020-01:27:38           ASN
 106   81         020-01:28:02           ASN
 106   82         020-01:28:26           ASN
 106   83         020-01:28:50           ASN
 106   84         020-01:29:14           ASN
 106  106         020-01:38:01           LGN
 106  107         020-01:38:25           LGN
