********  LANDSAT 9 SCENE CAPTURE SCHEDULE  ********

          ** All times listed in GMT **
--------------------------------------------------
Scenes collected by the LGS, and ASA stations
are scheduled for receipt and processing by EROS.
These scenes are available to the public from the
USGS Earth Resources Observation and Science (EROS)
archive:
https://www.usgs.gov/landsat-missions

Scenes scheduled for receipt by all other
International Ground Stations (IGS) must be
ordered through those stations.
For more information on IGS, please visit:
http://landsat.usgs.gov/about_ground_stations.php
Inclusion on this list does not guarantee that a
scene will actually be received by EROS.

--------------------------------------------------
PATH  ROW         IMAGE START          STATION
--------------------------------------------------
 104   15         022-00:49:21           LGN
 104   16         022-00:49:45           LGN
 104   17         022-00:50:09           LGN
 104   18         022-00:50:33           LGN
 104   19         022-00:50:57           LGN
 104   28         022-00:54:32           LGN
 104   29         022-00:54:55           LGN
 104   30         022-00:55:19           LGN
 104   41         022-00:59:42           LGN
 104   42         022-01:00:06           LGN
 104   43         022-01:00:30           LGN
 104   53         022-01:04:29           LGN
 104   54         022-01:04:53           LGN
 104   60         022-01:07:16           LGN
 104   61         022-01:07:40           LGN
 104   62         022-01:08:04           LGN
 104   63         022-01:08:28           LGN
 104   64         022-01:08:52           LGN
 104   65         022-01:09:16           LGN
 104   66         022-01:09:40           LGN
 104   67         022-01:10:04           LGN
 104   68         022-01:10:28           ASN
 104   69         022-01:10:52           ASN
 104   70         022-01:11:15           ASN
 104   71         022-01:11:39           ASN
 104   72         022-01:12:03           ASN
 104   73         022-01:12:27           ASN
 104   74         022-01:12:51           ASN
 104   75         022-01:13:15           ASN
 104   76         022-01:13:39           ASN
 104   77         022-01:14:03           ASN
 104   78         022-01:14:27           ASN
 104   79         022-01:14:51           ASN
 104   80         022-01:15:15           ASN
 104   81         022-01:15:39           ASN
 104   82         022-01:16:03           ASN
 104   83         022-01:16:27           ASN
 104  106         022-01:25:38           LGN
 104  107         022-01:26:02           LGN
 104  108         022-01:26:26           LGN
 104  109         022-01:26:50           LGN
 104  110         022-01:27:14           LGN
 104  111         022-01:27:38           LGN
 104  112         022-01:28:02           LGN
 104  113         022-01:28:26           LGN
 104  114         022-01:28:50           LGN
 104  115         022-01:29:14           LGN
 104  116         022-01:29:38           LGN
 104  117         022-01:30:02           LGN
 104  118         022-01:30:26           LGN
 104  119         022-01:30:50           LGN
 104  120         022-01:31:14           LGN
 104  121         022-01:31:38           LGN
 104  122         022-01:32:02           LGN
 104  166         022-01:49:36           LGN
 104  167         022-01:50:00           LGN
 104  168         022-01:50:24           LGN
 104  215         022-02:09:08           LGN
 120   15         022-02:28:14           LGN
 120   16         022-02:28:38           LGN
 120   17         022-02:29:02           LGN
 120   18         022-02:29:26           LGN
 120   19         022-02:29:50           BJC
 120   20         022-02:30:14           BJC
 120   21         022-02:30:37           BJC
 120   22         022-02:31:01           BJC
 120   23         022-02:31:25           BJC
 120   24         022-02:31:49           BJC
 120   25         022-02:32:13           BJC
 120   26         022-02:32:37           BJC
 120   27         022-02:33:01           BJC
 120   28         022-02:33:25           BJC
 120   29         022-02:33:48           BJC
 120   30         022-02:34:12           BJC
 120   31         022-02:34:36           BJC
 120   32         022-02:35:00           BJC
 120   33         022-02:35:24           BJC
 120   34         022-02:35:48           BJC
 120   35         022-02:36:12           BJC
 120   36         022-02:36:36           BJC
 120   37         022-02:37:00           BJC
 120   38         022-02:37:23           BJC
 120   39         022-02:37:47           BJC
 120   40         022-02:38:11           BJC
 120   41         022-02:38:35           BJC
 120   42         022-02:38:59           BJC
 120   43         022-02:39:23           BJC
 120   44         022-02:39:47           BJC
 120   45         022-02:40:11           BJC
 120   46         022-02:40:35           BJC
 120   49         022-02:41:46           SNC
 120   52         022-02:42:58           SNC
 120   53         022-02:43:22           SNC
 120   54         022-02:43:46           SNC
 120   55         022-02:44:10           SNC
 120   56         022-02:44:34           SNC
 120   57         022-02:44:58           SNC
 120   58         022-02:45:21           SNC
 120   59         022-02:45:45           SNC
 120   60         022-02:46:09           SNC
 120   61         022-02:46:33           SNC
 120   62         022-02:46:57           LGN
 120   63         022-02:47:21           LGN
 120   64         022-02:47:45           LGN
 120   65         022-02:48:09           LGN
 120   66         022-02:48:33           LGN
 120  106         022-03:04:31           LGN
 120  107         022-03:04:55           LGN
 120  108         022-03:05:19           LGN
 120  109         022-03:05:43           LGN
 120  110         022-03:06:07           LGN
 120  111         022-03:06:31           LGN
 120  112         022-03:06:55           LGN
 120  113         022-03:07:19           LGN
 120  114         022-03:07:43           LGN
 120  115         022-03:08:07           LGN
 120  116         022-03:08:31           LGN
 120  117         022-03:08:55           LGN
 120  118         022-03:09:19           LGN
 120  119         022-03:09:43           LGN
 120  120         022-03:10:07           LGN
 120  121         022-03:10:31           LGN
 120  122         022-03:10:55           LGN
 120  157         022-03:24:54           LGN
 120  158         022-03:25:18           LGN
 120  159         022-03:25:42           LGN
 120  191         022-03:38:28           LGN
 120  204         022-03:43:38           LGN
 120  205         022-03:44:02           LGN
 136   15         022-04:07:07           LGN
 136   16         022-04:07:31           LGN
 136   17         022-04:07:55           LGN
 136   18         022-04:08:19           BJC
 136   19         022-04:08:43           BJC
 136   20         022-04:09:06           BJC
 136   21         022-04:09:30           BJC
 136   22         022-04:09:54           BJC
 136   23         022-04:10:18           BJC
 136   24         022-04:10:42           BJC
 136   25         022-04:11:06           BJC
 136   26         022-04:11:30           BJC
 136   27         022-04:11:54           BJC
 136   28         022-04:12:18           BJC
 136   29         022-04:12:41           BJC
 136   30         022-04:13:05           BJC
 136   31         022-04:13:29           BJC
 136   32         022-04:13:53           BJC
 136   33         022-04:14:17           BJC
 136   34         022-04:14:41           BJC
 136   35         022-04:15:05           BJC
 136   36         022-04:15:29           BJC
 136   37         022-04:15:52           BJC
 136   38         022-04:16:16           BJC
 136   39         022-04:16:40           SNC
 136   40         022-04:17:04           SNC
 136   41         022-04:17:28           SNC
 136   42         022-04:17:52           SNC
 136   43         022-04:18:16           SNC
 136   44         022-04:18:40           SNC
 136   45         022-04:19:04           SNC
 136   46         022-04:19:28           SNC
 136   86         022-04:35:25           LGN
 136   87         022-04:35:49           LGN
 136   97         022-04:39:48           LGN
 136  106         022-04:43:24           LGN
 136  107         022-04:43:48           LGN
 136  108         022-04:44:12           LGN
 136  109         022-04:44:36           LGN
 136  110         022-04:45:00           LGN
 136  111         022-04:45:24           LGN
 136  112         022-04:45:48           LGN
 136  113         022-04:46:12           LGN
 136  114         022-04:46:36           LGN
 136  115         022-04:47:00           LGN
 136  116         022-04:47:24           LGN
 136  117         022-04:47:48           LGN
 136  118         022-04:48:12           LGN
 136  119         022-04:48:36           LGN
 136  120         022-04:49:00           LGN
 136  121         022-04:49:24           LGN
 136  122         022-04:49:48           LGN
 152   15         022-05:46:00           LGN
 152   16         022-05:46:24           LGN
 152   17         022-05:46:48           LGN
 152   18         022-05:47:12           KHC
 152   19         022-05:47:36           KHC
 152   20         022-05:48:00           KHC
 152   21         022-05:48:23           KHC
 152   22         022-05:48:47           KHC
 152   23         022-05:49:11           KHC
 152   24         022-05:49:35           KHC
 152   25         022-05:49:59           KHC
 152   26         022-05:50:23           KHC
 152   27         022-05:50:47           KHC
 152   28         022-05:51:11           KHC
 152   29         022-05:51:34           KHC
 152   30         022-05:51:58           KHC
 152   31         022-05:52:22           KHC
 152   32         022-05:52:46           KHC
 152   33         022-05:53:10           KHC
 152   34         022-05:53:34           KHC
 152   35         022-05:53:58           KHC
 152   36         022-05:54:22           KHC
 152   37         022-05:54:46           KHC
 152   38         022-05:55:09           KHC
 152   39         022-05:55:33           KHC
 152   40         022-05:55:57           KHC
 152   41         022-05:56:21           KHC
 152   42         022-05:56:45           KHC
 152   43         022-05:57:09           KHC
 152   44         022-05:57:33           KHC
 152   74         022-06:09:30           LGN
 152   92         022-06:16:42           LGN
 152  104         022-06:21:29           LGN
 152  105         022-06:21:53           LGN
 152  106         022-06:22:17           LGN
 152  107         022-06:22:41           LGN
 152  108         022-06:23:05           LGN
 152  109         022-06:23:29           LGN
 152  110         022-06:23:53           LGN
 152  111         022-06:24:17           LGN
 152  112         022-06:24:41           LGN
 152  113         022-06:25:05           LGN
 152  114         022-06:25:29           LGN
 152  115         022-06:25:53           LGN
 152  116         022-06:26:17           LGN
 152  117         022-06:26:41           LGN
 152  118         022-06:27:05           LGN
 152  119         022-06:27:29           LGN
 152  120         022-06:27:53           LGN
 152  121         022-06:28:17           LGN
 152  122         022-06:28:41           LGN
 168   15         022-07:24:53           LGN
 168   16         022-07:25:17           LGN
 168   17         022-07:25:41           LGN
 168   18         022-07:26:05           LGN
 168   19         022-07:26:29           LGN
 168   20         022-07:26:53           LGN
 168   21         022-07:27:16           LGN
 168   22         022-07:27:40           KHC
 168   23         022-07:28:04           KHC
 168   24         022-07:28:28           KHC
 168   25         022-07:28:52           KHC
